power_norm
0.0
0.0
0.0
0.0
0.0
0.0011380747226732118
0.0025233288428613116
0.0037464877324444906
0.005028682095663888
0.01386250342641558
0.0250060430594853
0.03751516342163086
0.06388991645404271
0.08454907791955131
0.09954218353543963
0.11962988546916417
0.1465024777821132
0.17363606180463517
0.19150114059448242
0.20256803716932023
0.19260871410369873
0.17647218704223633
0.16355909620012557
0.14468634128570557
0.1243146572794233
0.10743579694202968
0.09699238198144096
0.08373238359178815
0.07013241733823504
0.06273823550769261
0.06980721865381513
0.09359865529196602
0.14463472366333008
0.19306111335754395
0.2284243447440011
0.22687544141496932
0.22252074309757777
0.2257338081087385
0.23719850608280726
0.2579916034426008
0.27776925904410227
0.28370821475982666
0.2713343926838466
0.24412592819758824
0.20651846272604807
0.18678854193006242
0.17167692525046213
0.15754665647234237
0.14389913422720774
0.12951060703822545
0.1173626354762486
0.10643449851444789
0.09748807975224086
0.08801331690379552
0.06422547783170428
0.04454854130744934
0.03197539917060307
0.019112112266676768
0.00825544074177742
0.0042694564908742905
0.0030733096812452588
0.002143081011516707
0.0013454640284180641
0.0006212761093463216
1.5267537881819798e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.5557409449081335e-05
0.00013974950914936407
0.00021462042682937214
0.0003932079832468714
0.0004385208511458976
0.00042459488447223393
0.0003956823742815426
0.0003074139157044036
0.0002486968379733818
7.131084566935897e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
