day_ahead_power_norm
0.010046084012304033
0.009256838687828608
0.009220575647694724
0.009190516812460763
0.009165923510278975
0.009145428027425493
0.009128086268901825
0.009128086268901825
0.008932304169450487
0.006599522594894681
0.004548300057649612
0.0011325417352574213
7.80551677702793e-05
3.422250041954352e-06
1.3116716997631426e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.5142933989409357e-05
4.9769225630110926e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
4.606316880589085e-05
3.092023585590401e-05
1.2234637227135992e-07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.069575257632616e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
8.95901134104601e-06
5.9956998614195204e-06
0.00014878834398197277
0.00027991438816700665
0.00028348913682358604
0.05309938532965524
0.04809941138539996
0.07671615055629186
0.06932598352432251
0.07045394607952662
0.08372362170900617
0.09463505234037127
0.1172583018030439
0.13979394946779525
0.14187355552400863
0.12956091335841588
0.126950808933803
0.1253107786178589
0.1250834550176348
0.12408488137381417
0.10059514216014318
0.10040045636040824
0.09418426241193499
0.08350451503481184
0.07144766194479805
0.05285283923149109
0.025973466890198842
0.014402603464467185
0.01973508724144527
0.5326014246259417
0.4850057874407087
0.44512626102992464
