hr,power_norm
1169,0.837094005
1170,0.70521038
1171,0.670139007
1172,0.591999495
1173,0.640482398
1174,0.770686233
1175,0.824265536
1176,0.941727527
1177,0.905745188
1178,0.599901497
1179,0.416103619
1180,0.727266888
1181,0.997939793
1182,0.999996845
1183,0.97740314
1184,0.997739371
1185,0.97642297
1186,0.871290747
1187,0.886106022
1188,0.747907003
1189,0.538882414
1190,0.506607958
1191,0.676572724
1192,0.895959369
1193,0.960434643
1194,0.53816333
1195,0.512247153
1196,0.440860416
1197,0.14649342
1198,0.020954827
1199,0.003205697
1200,0.000726747
1201,0
1202,0
1203,0.000670598
1204,0
1205,0
1206,0
1207,0
1208,0.000180479
1209,0.004258465
1210,0.002074684
1211,0.002904775
1212,0.002200756
1213,0.002553801
1214,0.0093271
1215,0.016068642
1216,0.014393618
1217,0.006456521
1218,0.009878681
1219,0.007820962
1220,0.024990442
1221,0.032529342
1222,0.069992627
1223,0.065941422
1224,0.12715257
1225,0.217442463
1226,0.312105181
1227,0.401497436
1228,0.533735847
1229,0.747811083
1230,0.823182436
1231,0.923917874
1232,0.868576495
1233,0.861124921
1234,0.801360039
1235,0.738656298
1236,0.762900182
1237,0.792061349
1238,0.804841705
1239,0.687363839
1240,0.621423113
1241,0.695606554
1242,0.644134919
1243,0.540474443
1244,0.62500966
1245,0.67423447
1246,0.885757677
1247,0.957467969
1248,0.977036333
1249,0.977782838
1250,0.975230877
1251,0.969624066
1252,0.988068891
1253,0.995212714
1254,0.997932688
1255,0.999941794
1256,0.999750479
1257,0.995612121
1258,0.988218617
1259,0.998417997
1260,0.988510903
1261,0.961721794
1262,0.830912328
1263,0.558932972
1264,0.139502318
1265,0.000560043
1266,3.26E-05
1267,0.00148517
1268,0.026238954
1269,0.00749733
1270,0.000160403
1271,0.002088818
1272,0.004316302
1273,0.006936111
1274,0.018010797
1275,0.002954528
1276,0
1277,0
1278,0
1279,0
1280,0
1281,1.56E-05
1282,0.006854145
1283,0.023436283
1284,0.064499677
1285,0.134051642
1286,0.242479086
1287,0.387822864
1288,0.435864095
1289,0.457527026
1290,0.338245224
1291,0.221105498
1292,0.326940924
1293,0.305009339
1294,0.221230863
1295,0.252926174
1296,0.686951315
1297,0.653816183
1298,0.516356254
1299,0.463760241
1300,0.421666757
1301,0.60385957
1302,0.566137218
1303,0.391597378
1304,0.277204172
1305,0.198237108
1306,0.241228595
1307,0.275469504
1308,0.270526165
1309,0.27117154
1310,0.162679833
1311,0.094425388
1312,0.054938173
1313,0.014314861
1314,6.96E-05
1315,0
1316,0
1317,0.040664916
1318,0.205604041
1319,0.486310136
1320,0.661329174
1321,0.66980265
1322,0.719983753
1323,0.756505446
1324,0.721744235
1325,0.83916719
1326,0.903247905
1327,0.847206402
1328,0.734633811
1329,0.816163754
1330,0.896323196
1331,0.872057684
1332,0.838363131
1333,0.806294839
1334,0.792595685
1335,0.799492117
1336,0.712660885
1337,0.622126822
1338,0.682093672
1339,0.744775132
1340,0.72102106
1341,0.662436767
1342,0.568356915
1343,0.401132915
1344,0.234598337
1345,0.122089663
1346,0.086871802
1347,0.075286405
1348,0.026988151
1349,0.000214944
1350,0
1351,0.002942259
1352,0.056052745
1353,0.200830559
1354,0.226891208
1355,0.170474105
1356,0.132892709
1357,0.060241576
1358,0.008525263
1359,0.000158269
1360,0.093109146
1361,0.194354709
1362,0.249368308
1363,0.356398294
1364,0.676989547
1365,0.795767566
1366,0.878684751
1367,0.952094698
1368,0.944489328
1369,0.908885431
1370,0.92636079
1371,0.883319966
1372,0.877473481
1373,0.764408088
1374,0.646044532
1375,0.814552347
1376,0.983622289
1377,0.999610122
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,0.99994506
1385,0.993628629
1386,0.987180479
1387,0.997309597
1388,0.999880147
1389,1
1390,0.416666667
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0.832659594
1397,0.980877837
1398,0.999713627
1399,0.991934387
1400,0.988002904
1401,0.980085508
1402,0.872214421
1403,0.769172931
1404,0.642983182
1405,0.460438923
1406,0.491651046
1407,0.455248378
1408,0.408491431
1409,0.517234457
1410,0.545384459
1411,0.456441911
1412,0.433843535
1413,0.332039362
1414,0.317965541
1415,0.27341103
1416,0.290377158
1417,0.26342353
1418,0.218203785
1419,0.223906254
1420,0.112471615
1421,0.094539599
1422,0.135384846
1423,0.113986116
1424,0.070806518
1425,0.136081209
1426,0.307147632
1427,0.682082097
1428,0.852107644
1429,0.889818629
1430,0.955113371
1431,0.997570141
1432,0.998687077
1433,0.997954392
1434,0.99067413
1435,0.969972587
1436,0.978337781
1437,0.992269746
1438,0.999860907
1439,1
1440,1
1441,1
1442,1
1443,0.999900413
1444,0.994824386
1445,0.992112978
1446,0.978765567
1447,0.97808125
1448,0.989493918
1449,0.985504754
1450,0.923980069
1451,0.657043306
1452,0.674541104
1453,0.704103732
1454,0.775980894
1455,0.803490353
1456,0.950331068
1457,0.989372698
1458,0.973949472
1459,0.9869994
1460,0.983035477
1461,0.99825929
1462,0.999704385
1463,0.99970266
1464,0.501439993
1465,0.442734571
1466,0.564766227
1467,0.056101329
1468,0.263373631
1469,0.707136327
1470,0.999988858
1471,0.998986808
1472,0.999521677
1473,0.998984591
1474,0.999386247
1475,0.998517632
1476,0.999952674
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0.999849359
1484,0.99854215
1485,0.997002697
1486,0.997204645
1487,0.995188506
1488,0.996659319
1489,0.99523344
1490,0.99160881
1491,0.99535888
1492,0.991481932
1493,0.944594526
1494,0.946799048
1495,0.882898696
1496,0.873834451
1497,0.978116202
1498,0.996604331
1499,0.997224792
1500,0.99611671
1501,0.985510786
1502,0.980162215
1503,0.93205634
1504,0.875107996
1505,0.897140646
1506,0.916114314
1507,0.862577105
1508,0.773964512
1509,0.715418983
1510,0.74244622
1511,0.720045598
1512,0.742037352
1513,0.7834807
1514,0.794346309
1515,0.883111771
1516,0.914385192
1517,0.909449482
1518,0.837665796
1519,0.679866099
1520,0.526421682
1521,0.600668093
1522,0.588789606
1523,0.558635179
1524,0.592505936
1525,0.532539217
1526,0.491924365
1527,0.358516302
1528,0.241911678
1529,0.231670489
1530,0.17076448
1531,0.073049514
1532,0.050672757
1533,0.03886346
1534,0.026863831
1535,0.014351381
1536,0.004119457
1537,0.002971814
1538,0.002708648
1539,0.002333113
1540,0.001356322
1541,0.000325827
1542,0.001043164
1543,0.001242819
1544,2.74E-06
1545,0
1546,6.35E-05
1547,5.72E-05
1548,0.001705828
1549,0.004251954
1550,0.000632861
1551,0.071306776
1552,0.362581942
1553,0.441374276
1554,0.502840308
1555,0.505700882
1556,0.512899542
1557,0.460700504
1558,0.517499499
1559,0.558336027
1560,0.759775253
1561,0.932209508
1562,0.89823571
1563,0.942266496
1564,0.999782658
1565,1
1566,1
1567,1
1568,0.992401147
1569,0.931581362
1570,0.991024049
1571,0.999976746
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,0.25
1582,0
1583,0
1584,0.75
1585,1
1586,1
1587,0.999530586
1588,0.902216371
1589,0.848924216
1590,0.378695601
1591,0.309033883
1592,0.083352437
1593,0.00956337
1594,0.021376624
1595,0.063586453
1596,0.097463072
1597,0.213366551
1598,0.265697843
1599,0.73476762
1600,0.860445182
1601,0.990702891
1602,0.994873261
1603,0.949797253
1604,0.612489458
1605,0.538854222
1606,0.632196768
1607,0.97269872
1608,0.999974442
1609,0.99998939
1610,0.999845703
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,0.99998335
1623,0.999369733
1624,0.994358611
1625,0.976528573
1626,0.99676036
1627,0.999576688
1628,0.998660541
1629,0.987210162
1630,0.933943232
1631,0.883855001
1632,0.868266074
1633,0.952848482
1634,0.978428849
1635,0.977676558
1636,0.994354693
1637,0.999757934
1638,0.998869173
1639,0.998483086
1640,0.997134407
1641,0.989309605
1642,0.93395141
1643,0.909471003
1644,0.895135442
1645,0.802147102
1646,0.682856921
1647,0.476376174
1648,0.265288252
1649,0.265058013
1650,0.373761056
1651,0.321791265
1652,0.198344038
1653,0.087777226
1654,0.037571486
1655,0.001984915
1656,0.008248715
1657,0.00731618
1658,0.00475006
1659,0
1660,0
1661,0.001610891
1662,0.003017523
1663,0.008531949
1664,0.000318217
1665,0
1666,0.000150538
1667,1.86E-05
1668,0.020871791
1669,0.16249162
1670,0.227675334
1671,0.398343295
1672,0.665022639
1673,0.736329695
1674,0.500519756
1675,0.574642491
1676,0.636467771
1677,0.721006389
1678,0.656226738
1679,0.541877512
1680,0.476754038
1681,0.533991083
1682,0.785929779
1683,0.980910238
1684,0.99534057
1685,0.991177956
1686,0.992403245
1687,0.989278404
1688,0.978434722
1689,0.985541979
1690,0.982278307
1691,0.967754126
1692,0.907122397
1693,0.847739744
1694,0.864503535
1695,0.833407036
1696,0.789115914
1697,0.750478705
1698,0.728400846
1699,0.711244035
1700,0.63740509
1701,0.531901987
1702,0.424224828
1703,0.301733458
1704,0.289617447
1705,0.307701075
1706,0.341506199
1707,0.328441159
1708,0.279121492
1709,0.236725106
1710,0.218869108
1711,0.174953373
1712,0.083209501
1713,0.040529243
1714,0.012816596
1715,0.004264833
1716,0.003653928
1717,0.008561722
1718,0.031490944
1719,0.116854687
1720,0.180088518
1721,0.234149655
1722,0.260122661
1723,0.272932496
1724,0.300335125
1725,0.375853332
1726,0.522149018
1727,0.564338497
1728,0.538717357
1729,0.442666964
1730,0.344894073
1731,0.289776736
1732,0.31824013
1733,0.376692981
1734,0.433191484
1735,0.528219442
1736,0.398985692
1737,0.268011989
1738,0.195049192
1739,0.220219016
1740,0.256195088
1741,0.31629623
1742,0.423640424
1743,0.532647653
1744,0.525872703
1745,0.339955048
1746,0.383959343
1747,0.473670745
1748,0.580698923
1749,0.568408767
1750,0.638131428
1751,0.804962508
1752,0.822546681
