hr,power_norm
1753,0.869964306
1754,0.849297714
1755,0.762032537
1756,0.801172451
1757,0.674503299
1758,0.517833161
1759,0.328661432
1760,0.170626021
1761,0.139191628
1762,0.113779317
1763,0.113690789
1764,0.161866124
1765,0.24602569
1766,0.349173246
1767,0.43194533
1768,0.419518805
1769,0.431941505
1770,0.276795634
1771,0.315198865
1772,0.354507846
1773,0.368190883
1774,0.459563843
1775,0.517760948
1776,0.485303394
1777,0.466997266
1778,0.529375609
1779,0.534913143
1780,0.485733072
1781,0.408307433
1782,0.207394759
1783,0.098985036
1784,0.002356173
1785,0
1786,0
1787,0.001454711
1788,0.062202116
1789,0.165883918
1790,0.244621526
1791,0.419248299
1792,0.539765918
1793,0.508323359
1794,0.41445295
1795,0.533258907
1796,0.693665461
1797,0.843061137
1798,0.943162076
1799,0.959016291
1800,0.901290035
1801,0.871603402
1802,0.882739019
1803,0.903208009
1804,0.902855643
1805,0.847044206
1806,0.756180282
1807,0.600127184
1808,0.482359938
1809,0.472820139
1810,0.577562865
1811,0.753415016
1812,0.888576674
1813,0.946664564
1814,0.927779086
1815,0.886652549
1816,0.868415419
1817,0.843899751
1818,0.898692648
1819,0.968867032
1820,0.995954402
1821,0.999786234
1822,0.999845807
1823,0.999730285
1824,0.999101726
1825,0.999590381
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,0.916666667
1838,0
1839,0
1840,0.166666667
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,0.99994897
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,0.999765213
1856,0.997848686
1857,0.993430384
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,0.999534313
1882,0.999524363
1883,0.984202433
1884,0.594624662
1885,0.580420883
1886,0.385855923
1887,0.432026813
1888,0.386436846
1889,0.359941041
1890,0.345837766
1891,0.038068024
1892,0.000176809
1893,0.00037531
1894,0.001516753
1895,0.000486294
1896,0
1897,0.00025076
1898,0.001568916
1899,0.001776995
1900,0.001526821
1901,0.027844436
1902,0.057198059
1903,0.083948438
1904,0.1113891
1905,0.15033271
1906,0.233452485
1907,0.31803143
1908,0.336541249
1909,0.29974255
1910,0.274037188
1911,0.214643811
1912,0.110772697
1913,0.063488425
1914,0.056806898
1915,0.067188097
1916,0.140213244
1917,0.197700173
1918,0.129062166
1919,0.022157316
1920,0.002427071
1921,0.02499508
1922,0.070851885
1923,0.122693908
1924,0.177425152
1925,0.187482758
1926,0.218132621
1927,0.211326627
1928,0.174766863
1929,0.152884126
1930,0.157494108
1931,0.131974727
1932,0.091016952
1933,0.04724593
1934,0.012304834
1935,0.003838478
1936,0.001674126
1937,0.000408044
1938,0.000103109
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,7.15E-05
1955,0
1956,0.00013829
1957,0.010593721
1958,0.055981704
1959,0.200902889
1960,0.333819316
1961,0.427618663
1962,0.406994321
1963,0.515015352
1964,0.524396801
1965,0.567793981
1966,0.649217323
1967,0.841479651
1968,0.920265786
1969,0.774772282
1970,0.618249524
1971,0.518949687
1972,0.434693877
1973,0.372913361
1974,0.316371981
1975,0.295287736
1976,0.231651286
1977,0.205167191
1978,0.173708728
1979,0.179206137
1980,0.177320298
1981,0.176152426
1982,0.186188619
1983,0.212052682
1984,0.269134661
1985,0.303050075
1986,0.279954382
1987,0.249394218
1988,0.203714954
1989,0.168503513
1990,0.108727103
1991,0.085349334
1992,0.135434273
1993,0.142376165
1994,0.160427734
1995,0.220227033
1996,0.258380606
1997,0.247212988
1998,0.205880143
1999,0.177223207
2000,0.169483812
2001,0.189997112
2002,0.249312506
2003,0.354109695
2004,0.395610728
2005,0.451424181
2006,0.60194128
2007,0.567533457
2008,0.495742925
2009,0.607953902
2010,0.824358459
2011,0.891888944
2012,0.956678661
2013,0.98235027
2014,0.993930324
2015,0.997131522
2016,0.999574383
2017,0.999463971
2018,0.998724786
2019,0.997148768
2020,0.988354667
2021,0.972490191
2022,0.953621658
2023,0.949591422
2024,0.950090249
2025,0.995394278
2026,0.999960327
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,0.166666667
2040,0
2041,0
2042,0.666666667
2043,0.989068858
2044,0.71400795
2045,0.862757349
2046,0.878253436
2047,0.703712185
2048,0.327029218
2049,0.149209369
2050,0.181202926
2051,0.144234922
2052,0.092510167
2053,0.062783897
2054,0.096302835
2055,0.125948888
2056,0.147391822
2057,0.207289733
2058,0.104891682
2059,0.060880996
2060,0.164503535
2061,0.213517298
2062,0.242380063
2063,0.244576448
2064,0.172243493
2065,0.09280959
2066,0.07204076
2067,0.117222561
2068,0.072330825
2069,0.026011622
2070,0.032942106
2071,0.015410644
2072,0
2073,0
2074,0
2075,0
2076,0.001276418
2077,0.041931318
2078,0.144001849
2079,0.168167266
2080,0.256107299
2081,0.256414376
2082,0.311556278
2083,0.435335334
2084,0.513993533
2085,0.500632183
2086,0.473182444
2087,0.383443389
2088,0.359944981
2089,0.383267782
2090,0.442826935
2091,0.561655585
2092,0.595771992
2093,0.468575776
2094,0.393835735
2095,0.27173535
2096,0.166792638
2097,0.217008594
2098,0.306517098
2099,0.195279935
2100,0.291007308
2101,0.294576896
2102,0.109384529
2103,0.284408142
2104,0.479200017
2105,0.680164301
2106,0.547367891
2107,0.542733733
2108,0.68591882
2109,0.908045085
2110,0.983902995
2111,0.979358403
2112,0.872369234
2113,0.487405785
2114,0.444470984
2115,0.244082662
2116,0.342117918
2117,0.502292158
2118,0.305236854
2119,0.051731327
2120,0
2121,0.001979516
2122,0.000182231
2123,0
2124,0.069896249
2125,0.223419985
2126,0.403463831
2127,0.501085631
2128,0.552651362
2129,0.578994417
2130,0.600975275
2131,0.624066913
2132,0.694614871
2133,0.613261239
2134,0.471790367
2135,0.400722911
2136,0.324565844
2137,0.154472872
2138,0.021030415
2139,0.000130854
2140,0
2141,2.27E-05
2142,0.002051268
2143,5.87E-05
2144,0
2145,0
2146,0
2147,0.000692472
2148,0.005496537
2149,0.0393003
2150,0.188752624
2151,0.29924403
2152,0.362633926
2153,0.338793023
2154,0.326061134
2155,0.397302941
2156,0.528311185
2157,0.646625602
2158,0.729689781
2159,0.820744546
2160,0.849120275
2161,0.763515457
2162,0.742075201
2163,0.720554038
2164,0.695193628
2165,0.656405667
2166,0.606197755
2167,0.568036723
2168,0.607248759
2169,0.775980937
2170,0.908115466
2171,0.976036406
2172,0.995001221
2173,0.998650082
2174,0.999578945
2175,0.99985439
2176,1
2177,1
2178,0.999814304
2179,0.999623179
2180,0.99999694
2181,1
2182,1
2183,1
2184,1
2185,1
2186,0.999857529
2187,0.999993261
2188,0.999960438
2189,0.975405884
2190,0.865014807
2191,0.79128923
2192,0.919680361
2193,0.984772515
2194,0.99681623
2195,0.999346193
2196,0.998648111
2197,0.968063029
2198,0.572451315
2199,0.295889844
2200,0.196220249
2201,0.157557054
2202,0.162328811
2203,0.230268589
2204,0.510931214
2205,0.749129697
2206,0.984212812
2207,0.999794221
2208,1
2209,0.99982334
2210,0.965716863
2211,0.912331072
2212,0.926828313
2213,0.668140872
2214,0.474201681
2215,0.478951277
2216,0.581768298
2217,0.451448933
2218,0.262883764
2219,0.154419128
2220,0.206019569
2221,0.359163507
2222,0.380490957
2223,0.406543879
2224,0.282919168
2225,0.135775512
2226,0.082136451
2227,0.476871727
2228,0.766847348
2229,0.837609514
2230,0.899279777
2231,0.933024526
2232,0.737220327
2233,0.531475353
2234,0.440517886
2235,0.314115504
2236,0.221391696
2237,0.265376369
2238,0.232456688
2239,0.304323518
2240,0.298960491
2241,0.234122746
2242,0.181904566
2243,0.087258002
2244,0.009948155
2245,0.000377804
2246,0.00015801
2247,0.157083171
2248,0.172132391
2249,0.325277785
2250,0.156255761
2251,0.253652904
2252,0.710034446
2253,0.732590222
2254,0.702051274
2255,0.657224417
2256,0.656002871
2257,0.500617365
2258,0.415561952
2259,0.42750901
2260,0.277829625
2261,0.254617882
2262,0.278767773
2263,0.230765864
2264,0.160128593
2265,0.166044
2266,0.197433539
2267,0.298183791
2268,0.470008171
2269,0.587334152
2270,0.603468259
2271,0.57387379
2272,0.512820395
2273,0.447682861
2274,0.397005139
2275,0.519220404
2276,0.639290317
2277,0.692298341
2278,0.732497867
2279,0.805754443
2280,0.890887109
2281,0.948033992
2282,0.980808266
2283,0.996235323
2284,0.996046909
2285,0.995429619
2286,0.981313459
2287,0.940062849
2288,0.902922344
2289,0.965537008
2290,0.994502703
2291,0.999585176
2292,0.999978844
2293,1
2294,0.999846403
2295,0.995069146
2296,0.967535996
2297,0.847430424
2298,0.674416292
2299,0.860754983
2300,0.977179209
2301,0.992301138
2302,0.992040332
2303,0.752711153
2304,0.613890807
2305,0.650456723
2306,0.265851741
2307,0.003714654
2308,0.001724172
2309,0.002926493
2310,0.010245817
2311,0.098710156
2312,0.278154775
2313,0.216398546
2314,0.207420517
2315,0.263514477
2316,0.373498076
2317,0.425975335
2318,0.421473221
2319,0.45580043
2320,0.463097882
2321,0.362083699
2322,0.292890537
2323,0.290573782
2324,0.325614744
2325,0.251727333
2326,0.173178788
2327,0.15908521
2328,0.17923355
2329,0.196126783
2330,0.251473757
2331,0.322116339
2332,0.343801647
2333,0.311723906
2334,0.319408057
2335,0.251724406
2336,0.246302064
2337,0.273976457
2338,0.258902683
2339,0.220624779
2340,0.229877224
2341,0.193934175
2342,0.130492133
2343,0.08826558
2344,0.071125101
2345,0.021913377
2346,0.003175491
2347,0.001532709
2348,0.000233446
2349,0
2350,0
2351,0
2352,0.003011731
2353,0.001819731
2354,0
2355,0
2356,0
2357,0
2358,2.59E-05
2359,0.001295844
2360,0.030402729
2361,0.045349392
2362,0.028569555
2363,0.043617936
2364,0.016090987
2365,0.005496269
2366,0.003911834
2367,0.028763933
2368,0.23455042
2369,0.317255894
2370,0.31968587
2371,0.285698275
2372,0.334741809
2373,0.325572948
2374,0.256490546
2375,0.261373623
2376,0.277627317
2377,0.257029744
2378,0.210273136
2379,0.167234534
2380,0.136005608
2381,0.10685396
2382,0.107745387
2383,0.070443443
2384,0.059764136
2385,0.039836252
2386,0.0116284
2387,0.000692273
2388,0.008239061
2389,0.082977627
2390,0.108186834
2391,0.315747091
2392,0.44805934
2393,0.419464223
2394,0.430334504
2395,0.423756746
2396,0.536590815
2397,0.695199116
2398,0.496579093
2399,0.358982362
2400,0.303247734
2401,0.269194895
2402,0.237322126
2403,0.254339359
2404,0.308279794
2405,0.366467963
2406,0.389958358
2407,0.309234788
2408,0.336227979
2409,0.343111622
2410,0.434365765
2411,0.623715397
2412,0.54292682
2413,0.712464432
2414,0.956016517
2415,0.966069976
2416,0.996167024
2417,0.999918127
2418,0.990675235
2419,0.96630671
2420,0.968684697
2421,0.989360801
2422,0.999724126
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,0.999968251
2432,1
2433,1
2434,0.999464973
2435,0.985410945
2436,0.938112879
2437,0.962535659
2438,0.977282166
2439,0.989807336
2440,0.998362001
2441,0.998671667
2442,0.999705704
2443,0.999832567
2444,1
2445,0.999902232
2446,0.999998029
2447,0.999991083
2448,0.999818834
2449,0.99972566
2450,0.999926861
2451,1
2452,1
2453,0.999644041
2454,0.997788946
2455,0.994316689
2456,0.976667102
2457,0.970621061
2458,0.921678201
2459,0.841196863
2460,0.844018277
2461,0.817492326
2462,0.807938449
2463,0.91088473
2464,0.96807843
2465,0.976643936
2466,0.973881451
2467,0.972624469
2468,0.979400325
2469,0.975261331
2470,0.960097909
2471,0.912875454
2472,0.8448536
2473,0.783663289
2474,0.831851713
2475,0.92780292
2476,0.923155634
2477,0.928496695
2478,0.916712817
2479,0.958385571
2480,0.995312643
2481,0.999384928
2482,0.999997377
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0.999995232
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,0.999964698
2513,0.999838758
2514,0.998999429
2515,0.998064129
2516,0.994604389
2517,0.974603319
2518,0.976151156
2519,0.800889836
2520,0.19321525
2521,0.108117592
2522,0.03193702
2523,0.001618588
2524,0
2525,0
2526,0.000795583
2527,0.000379526
2528,0.016697448
2529,0.031751143
2530,0.024603753
2531,0.034090137
2532,0.016982548
2533,0.002956642
2534,0.000414937
2535,0
2536,0.000725043
2537,0.002822218
2538,4.98E-05
2539,0
2540,0.004458425
2541,0.031478042
2542,0.022644273
2543,0.001017429
2544,0
2545,0
2546,0
2547,0.012445056
2548,0.067385806
2549,0.114764418
2550,0.127993443
2551,0.095609815
2552,0.173015877
2553,0.217893349
2554,0.222441375
2555,0.227344745
2556,0.180067488
2557,0.094009582
2558,0.04359397
2559,0.024412267
2560,0.008843487
2561,0.00374317
2562,0.000971516
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0.00046834
2576,0.005122367
2577,0.004716929
2578,0.006472509
2579,0.003896563
2580,0.003307443
2581,0.003126632
2582,0.002246072
2583,0
2584,0.000381408
2585,0.002492744
2586,0.00080798
2587,0.014578352
2588,0.117261793
2589,0.303326449
2590,0.424906218
2591,0.470181628
2592,0.454681353
2593,0.443692358
2594,0.3965107
2595,0.385025748
2596,0.395376271
2597,0.394448676
2598,0.374661867
2599,0.279807154
2600,0.20266841
2601,0.17780651
2602,0.198964093
2603,0.274036402
2604,0.356157772
2605,0.411996939
2606,0.494785746
2607,0.619862254
2608,0.708554848
2609,0.680718835
2610,0.679790723
2611,0.710899572
2612,0.818616354
2613,0.876841092
2614,0.921372994
2615,0.872269241
2616,0.685836311
2617,0.618482447
2618,0.670804401
2619,0.607017922
2620,0.697759239
2621,0.306020133
2622,0.110396931
2623,0.001376685
2624,0.052240356
2625,0.10654978
2626,0.140759201
2627,0.208293073
2628,0.273790342
2629,0.279282924
2630,0.260989445
2631,0.215676396
2632,0.162057211
2633,0.115180044
2634,0.071061336
2635,0.05443258
2636,0.089254375
2637,0.075962981
2638,0.083236871
2639,0.113523621
2640,0.208099549
2641,0.364446652
2642,0.430781162
2643,0.54629964
2644,0.670771933
2645,0.694715548
2646,0.691192937
2647,0.628756118
2648,0.717794454
2649,0.793242494
2650,0.824589121
2651,0.702029737
2652,0.477113485
2653,0.35810837
2654,0.224736018
2655,0.130381792
2656,0.052113024
2657,0.016228037
2658,0.000753625
2659,0
2660,0
2661,0
2662,0.000907892
2663,0.000196195
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0.000127047
2672,0.004880427
2673,0.018824232
2674,0.035450784
2675,0.0460795
2676,0.039447211
2677,0.025205773
2678,0.019833465
2679,0.008269072
2680,0.249562375
2681,0.399021153
2682,0.371633601
2683,0.355743563
2684,0.346479549
2685,0.253828353
2686,0.181234737
2687,0.126634949
2688,0.152017861
2689,0.142834614
2690,0.143481969
2691,0.094397125
2692,0.07641599
2693,0.024941738
2694,0.005655232
2695,0.00277132
2696,0.003415997
2697,0.00391853
2698,0.01843727
2699,0.053713311
2700,0.082260231
2701,0.131372473
2702,0.166034538
2703,0.416088669
2704,0.434173687
2705,0.476877292
2706,0.517694656
2707,0.612613479
2708,0.672245419
2709,0.667319059
2710,0.706932259
2711,0.81125162
2712,0.82465802
2713,0.671270637
2714,0.537958658
2715,0.492514551
2716,0.447150274
2717,0.460189935
2718,0.408405032
2719,0.320316561
2720,0.374647977
2721,0.444805698
2722,0.521902402
2723,0.576087697
2724,0.797444201
2725,0.855093765
2726,0.829394094
2727,0.879232256
2728,0.891518879
2729,0.815070772
2730,0.915763076
2731,0.979911232
2732,0.929009946
2733,0.914067396
2734,0.965256619
2735,0.983161052
2736,0.967515866
2737,0.840115054
2738,0.726507215
2739,0.593553567
2740,0.517419624
2741,0.44869022
2742,0.318258386
2743,0.098240604
2744,0.024870394
2745,0
2746,0
2747,3.83E-05
2748,0.067191719
2749,0.191177409
2750,0.194305808
2751,0.454074142
2752,0.736015379
2753,0.397885545
2754,0.478526644
2755,0.622668354
2756,0.68447516
2757,0.791047819
2758,0.851903025
2759,0.719569401
2760,0.437431415
2761,0.420091611
2762,0.480129407
2763,0.203546443
2764,0.192202402
2765,0.394842533
2766,0.029557134
2767,0
2768,0.000311427
2769,0.079233406
2770,0.094759234
2771,0.115318756
2772,0.346930726
2773,0.624265639
2774,0.835596502
2775,0.952059952
2776,0.980076504
2777,0.996536207
2778,0.998425444
2779,0.99986829
2780,0.999528567
2781,0.999845107
2782,1
2783,0.999647204
2784,0.998036695
2785,0.99869496
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,0.999720295
2793,0.9983953
2794,0.99915669
2795,0.998611911
2796,0.999592392
2797,0.999954383
2798,0.999881721
2799,0.999738375
2800,0.999595412
2801,0.997829445
2802,0.995443908
2803,0.995779228
2804,0.992531991
2805,0.989331722
2806,0.997175582
2807,0.999770347
2808,1
2809,0.999824182
2810,0.998008569
2811,0.949640377
2812,0.526602219
2813,0.167754367
2814,0.037316287
2815,1.48E-05
2816,0.050232112
2817,0.026367863
2818,0.044518777
2819,0.10263858
2820,0.105519459
2821,0.092279729
2822,0.078411952
2823,0.075823127
2824,0.03945619
2825,0.020814405
2826,0.001338461
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0.000493476
2834,0.002243597
2835,0.008357386
2836,0.033546418
2837,0.05371228
2838,0.088805721
2839,0.155391878
2840,0.187306384
2841,0.235671723
2842,0.202702776
2843,0.160425194
2844,0.12014911
2845,0.05811682
2846,0.040682351
2847,0.015199134
2848,0.003661808
2849,0.143407913
2850,0.124816173
2851,0.015630344
2852,0.021962117
2853,0.039322235
2854,0.030606445
2855,0.032837678
2856,0.01643756
2857,0.001641045
2858,0
2859,0
2860,0
2861,0
2862,0.026498729
2863,0.116634208
2864,0.199880996
2865,0.238894742
2866,0.313896386
2867,0.31127371
2868,0.315721945
2869,0.301711605
2870,0.243147258
2871,0.17339783
2872,0.172200844
2873,0.128109421
2874,0.087648366
2875,0.036336658
2876,0.003105099
2877,0
2878,0.002997478
2879,0.003638683
2880,0.003184499
2881,0.019872437
2882,0.020164194
2883,0.038143654
2884,0.070780263
2885,0.10344286
2886,0.101088544
2887,0.058673199
2888,0.071406255
2889,0.098885197
2890,0.11968891
2891,0.110219149
2892,0.065292826
2893,0.007992765
2894,0.086786852
2895,0.420247352
2896,0.460193568
2897,0.566015836
2898,0.547884766
2899,0.578668952
2900,0.545425216
2901,0.688461486
2902,0.775129553
2903,0.819885667
2904,0.79144634
2905,0.823964028
2906,0.855107141
2907,0.820126096
2908,0.850770895
2909,0.78445003
2910,0.711713111
2911,0.594651107
2912,0.787438718
2913,0.805515575
2914,0.861051949
2915,0.90593431
2916,0.953114502
2917,0.972273882
2918,0.977876997
2919,0.978714951
2920,0.975247709
2921,0.967244967
2922,0.972571087
2923,0.966352455
2924,0.973497216
2925,0.977609181
2926,0.982898362
2927,0.995971791
2928,0.996252235
2929,0.995319239
2930,0.992181635
2931,0.974560356
2932,0.958444277
2933,0.861069083
2934,0.776060104
2935,0.596093035
2936,0.521480211
2937,0.586950358
2938,0.599761657
2939,0.631369058
2940,0.772562019
2941,0.862396256
2942,0.863610776
2943,0.840534238
2944,0.737668494
2945,0.600665116
2946,0.657762015
2947,0.722398643
2948,0.736690748
2949,0.675191259
2950,0.79107579
2951,0.847576777
2952,0.835380197
2953,0.826730037
2954,0.753144332
2955,0.667054061
2956,0.623270992
2957,0.513939142
2958,0.424590194
2959,0.298661345
2960,0.323702312
2961,0.342539295
2962,0.411576442
2963,0.534980385
2964,0.703872355
2965,0.897824351
2966,0.925846362
2967,0.907288925
2968,0.874921195
2969,0.823358834
2970,0.811592086
2971,0.829376841
2972,0.879504704
2973,0.938500333
2974,0.932664084
2975,0.948393305
2976,0.9799088
2977,0.968986702
2978,0.965931702
2979,0.856688623
2980,0.584129004
2981,0.421779799
2982,0.14818418
2983,0.140495509
2984,0.271240883
2985,0.450699234
2986,0.629517233
2987,0.799367277
2988,0.855866321
2989,0.851204364
2990,0.743317775
2991,0.706342165
2992,0.691855371
2993,0.71623259
2994,0.535647245
2995,0.472818355
2996,0.580863194
2997,0.67694426
2998,0.596770481
2999,0.628460821
3000,0.773420143
3001,0.695738304
3002,0.636598539
3003,0.792518544
3004,0.863068946
3005,0.830561829
3006,0.661213692
3007,0.17327804
3008,0.026924604
3009,0.004776304
3010,0
3011,0.000157142
3012,0.00043483
3013,0
3014,0.016427679
3015,0.19563198
3016,0.268153397
3017,0.298637648
3018,0.270453445
3019,0.183064621
3020,0.126207882
3021,0.098533923
3022,0.03712603
3023,0.023503878
3024,0.004411907
3025,0.001121009
3026,0
3027,0.000272624
3028,0.001751682
3029,0.001782216
3030,0.001272947
3031,0
3032,0.067333678
3033,0.193354467
3034,0.154564245
3035,0.151132429
3036,0.135835242
3037,0.145600419
3038,0.116899598
3039,0.078080579
3040,0.049408243
3041,0.021656833
3042,0.016270049
3043,0.009440415
3044,0.007588763
3045,0.028406505
3046,0.104644548
3047,0.253847511
3048,0.134634631
3049,0.089898771
3050,0.103451073
3051,0.039670379
3052,0.237000081
3053,0.107058334
3054,0.138689952
3055,0.226778688
3056,0.232938152
3057,0.240012554
3058,0.306932662
3059,0.192950746
3060,0.082519453
3061,0.021313955
3062,0.0004544
3063,0
3064,0.269679539
3065,0.249342722
3066,0.244636882
3067,0.726702456
3068,0.825288324
3069,0.515062527
3070,0.348503417
3071,0.560839538
3072,0.402615992
3073,0.507912052
3074,0.771650302
3075,0.824154687
3076,0.488480904
3077,0.664627139
3078,0.458416347
3079,0.770037925
3080,0.746631281
3081,0.825687134
3082,0.952582471
3083,0.975158048
3084,0.948892264
3085,0.814793878
3086,0.965318076
3087,0.766781247
3088,0.660600865
3089,0.269141812
3090,0.078712553
3091,0.007663478
3092,0.035609522
3093,0.122621508
3094,0.028336381
3095,0.002161408
3096,0.002930129
3097,0.001814849
3098,0.040984338
3099,0.068466545
3100,0.096966416
3101,0.09740726
3102,0.079894195
3103,0.051562937
3104,0.147251411
3105,0.186656236
3106,0.144583662
3107,0.145844353
3108,0.173054034
3109,0.164673976
3110,0.132863786
3111,0.101621612
3112,0.039546365
3113,0.004561639
3114,0.067723361
3115,0.472439661
3116,0.707319244
3117,0.883806117
3118,0.769507476
3119,0.667471596
3120,0.612594835
3121,0.685919972
3122,0.496338511
3123,0.460682817
3124,0.562103049
3125,0.667820243
3126,0.700137917
3127,0.640314202
3128,0.551394443
3129,0.598512753
3130,0.856572
3131,0.927866133
3132,0.952794989
3133,0.973441076
3134,0.983737413
3135,0.996229005
3136,0.995886048
3137,0.99269344
3138,0.960408298
3139,0.869594097
3140,0.978775207
3141,0.995662268
3142,0.991930215
3143,0.973393424
3144,0.864314226
3145,0.690423902
3146,0.568196579
3147,0.530294911
3148,0.503690962
3149,0.429508448
3150,0.384404727
3151,0.340778087
3152,0.419085872
3153,0.609244537
3154,0.733513371
3155,0.716831529
3156,0.789763101
3157,0.836513778
3158,0.911050026
3159,0.861788054
3160,0.789602153
3161,0.762802168
3162,0.713901865
3163,0.730451743
3164,0.726228579
3165,0.794364023
3166,0.849757115
3167,0.835477793
3168,0.725661361
3169,0.315340479
3170,0.03699273
3171,0.001310564
3172,0.001444573
3173,0.001513711
3174,0
3175,0
3176,0.001586512
3177,0.001069148
3178,0.007221493
3179,0.01275419
3180,0.001175415
3181,0.025340991
3182,0.170580717
3183,0.336532432
3184,0.486401622
3185,0.501833888
3186,0.465258181
3187,0.342235468
3188,0.392103396
3189,0.495111982
3190,0.585689898
3191,0.462779462
3192,0.4992425
3193,0.478907514
3194,0.333392278
3195,0.182114532
3196,0.05351099
3197,0.034680824
3198,0.016562329
3199,0.000319197
3200,0.001037779
3201,0.012244531
3202,0.033798761
3203,0.037486163
3204,0.004915763
3205,0.012623062
3206,0.155295571
3207,0.27787346
3208,0.377295937
3209,0.361873736
3210,0.379161213
3211,0.444768147
3212,0.455176254
3213,0.53993365
3214,0.626102308
3215,0.6252719
3216,0.587981908
3217,0.621875854
3218,0.643589632
3219,0.544110445
3220,0.469613584
3221,0.206602847
3222,0.060383654
3223,0.000755328
3224,0.000393386
3225,0.001831214
3226,0.002305455
3227,0.001622914
3228,0.056016054
3229,0.180210362
3230,0.350517497
3231,0.592284576
3232,0.749267876
3233,0.59402293
3234,0.481759636
3235,0.628116592
3236,0.819423668
3237,0.96352969
3238,0.95800422
3239,0.890510972
3240,0.932939426
3241,0.961123959
3242,0.972795773
3243,0.954857214
3244,0.898323353
3245,0.772722745
3246,0.790733031
3247,0.720170979
3248,0.516022813
3249,0.427434852
3250,0.493848022
3251,0.536813947
3252,0.710104096
3253,0.656982664
3254,0.709314032
3255,0.75146294
3256,0.762122901
3257,0.662107786
3258,0.539201935
3259,0.621842392
3260,0.919360073
3261,0.955577
3262,0.727244528
3263,0.330765978
3264,0.223647624
3265,0.044954953
3266,0.000279836
3267,0
3268,0
3269,0
3270,0.002808425
3271,0.001842324
3272,0.002798983
3273,0.041076739
3274,0.044646758
3275,0.046708419
3276,0.05099827
3277,0.021206236
3278,0.001676982
3279,0.082414962
3280,0.313868067
3281,0.199524224
3282,0.089708933
3283,0.509222058
3284,0.639748844
3285,0.636844186
3286,0.497379084
3287,0.453244309
3288,0.417634372
3289,0.39650625
3290,0.422977153
3291,0.412044986
3292,0.395633592
3293,0.336546046
3294,0.349589403
3295,0.370464778
3296,0.331382465
3297,0.385530808
3298,0.437324909
3299,0.601578037
3300,0.916459378
3301,0.924046389
3302,0.868057116
3303,0.997662457
3304,1
3305,0.999766127
3306,0.998698465
3307,0.995131795
3308,0.99829998
3309,0.999999944
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,0.988555288
3317,0.684235728
3318,0.5691462
3319,0.703407935
3320,0.907117828
3321,0.988394856
3322,0.993702539
3323,0.944744794
3324,0.88563749
3325,0.914036083
3326,0.930677247
3327,0.976483893
3328,0.992472514
3329,0.983682847
3330,0.968165469
3331,0.932327867
3332,0.732478448
3333,0.15135982
3334,0.009384845
3335,0.000395687
3336,0.000476128
3337,3.91E-06
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0.002195128
3344,0.078283613
3345,0.175013712
3346,0.229755231
3347,0.20226934
3348,0.183627211
3349,0.191935771
3350,0.151581424
3351,0.087566942
3352,0.050130647
3353,0.027312316
3354,0.018618692
3355,0.002959316
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0.000931858
3366,0.015832834
3367,0.051194182
3368,0.092415802
3369,0.124685911
3370,0.167841006
3371,0.188523757
3372,0.22427251
3373,0.135481733
3374,0.10306948
3375,0.052492097
3376,0.029637485
3377,0.019383097
3378,0.018602728
3379,0.000670663
3380,0.005574845
3381,0.041865101
3382,0.064008955
3383,0.061992974
3384,0.051442283
3385,0.048643247
3386,0.03685125
3387,0.009502404
3388,0.003491205
3389,0.00074215
3390,7.04E-05
3391,9.77E-05
3392,0.000894378
3393,0.002400958
3394,0.002989841
3395,0.020096998
3396,0.149397921
3397,0.387648646
3398,0.591731755
3399,0.643963993
3400,0.700011996
3401,0.746514328
3402,0.75841399
3403,0.767905041
3404,0.816743088
3405,0.884849143
3406,0.908037623
3407,0.93247447
3408,0.896451759
3409,0.798407217
