day_ahead_power
0.14064518
0.12959574
0.12908806
0.12866724
0.12832293
0.12803599
0.12779321
0.12779321
0.12505226
0.09239332
0.0636762
0.015855584
0.0010927723
4.79115e-05
1.8363404e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00021200108
0.00069676916
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.00064488436
0.0004328833
1.7128492e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.497405e-05
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
0.00012542616
8.39398e-05
0.0020830368
0.0039188014
0.003968848
0.7433914
0.67339176
1.0740261
0.97056377
0.98635525
1.1721307
1.3248907
1.6416162
1.9571153
1.9862298
1.8138528
1.7773113
1.7543509
1.7511684
1.7371883
1.408332
1.4056064
1.3185797
1.1690632
1.0002673
0.73993975
0.36362854
0.20163645
0.27629122
7.45642
6.790081
6.2317677
5.7908263
5.4607105
5.1239305
4.81116
4.7189913
3.9214668
3.0987995
2.3282137
1.6036412
1.0919164
0.83805096
0.99273336
1.4578606
2.1199803
2.8392088
3.2115366
3.6594715
4.167494
4.6615577
5.257063
5.9584675
9.552255
9.032659
8.593516
8.347056
8.160516
8.086263
7.8477983
7.2600365
6.461799
5.667542
5.0871205
4.450893
3.8942387
3.2962854
2.9549055
2.7528489
2.5081255
2.1936235
1.8215429
1.5678334
1.1398128
0.9195617
0.81017166
0.88926184
1.2409705
1.4421705
1.4803456
1.4188801
1.3456554
1.2457544
1.1686466
1.1692117
1.1628393
1.1591121
1.0520191
0.94617057
0.75180966
0.58744466
0.3669051
0.20700973
0.12683165
0.092807926
0.100655444
0.10384608
0.099262044
0.09825138
0.08673102
0.08470573
0.08022772
0.07405635
0.066191606
0.05390739
0.03936122
0.02603105
0.014865477
0.0062084035
0.00045719798
0.0
0.0
0.0
0.0
0.0
0.0
