power
0.0
0.0
0.0
0.0
0.0
0.015933046
0.035326604
0.05245083
0.07040155
0.19407505
0.3500846
0.5252123
0.89445883
1.1836871
1.3935906
1.6748184
2.0510347
2.4309049
2.681016
2.8359525
2.696522
2.4706106
2.2898273
2.0256088
1.7404052
1.5041012
1.3578933
1.1722534
0.98185384
0.8783353
0.97730106
1.3103812
2.0248861
2.7028556
3.1979408
3.1762562
3.1152904
3.1602733
3.320779
3.6118824
3.8887696
3.971915
3.7986815
3.417763
2.8912585
2.6150396
2.403477
2.2056532
2.0145879
1.8131485
1.6430769
1.490083
1.3648331
1.2321864
0.8991567
0.6236796
0.4476556
0.26756957
0.11557617
0.05977239
0.043026336
0.030003134
0.018836496
0.0086978655
0.00021374553
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00049780373
0.0019564931
0.003004686
0.0055049118
0.006139292
0.0059443284
0.0055395532
0.004303795
0.0034817557
0.0009983518
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
