,datetime,load_area,mkt_region,zone,mw,dt,md,wday,mw_norm
1622,1/3/24 6:00,AEPIMP,WEST,AEP,3198.406,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.042637746449430414
1623,1/3/24 6:00,AEPKPT,WEST,AEP,949.793,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.2709678368160873
1624,1/3/24 6:00,AEPOPT,WEST,AEP,7472.809,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.5383181790092948
1625,1/3/24 6:00,AP,WEST,AP,6860.332,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.7920124388810355
1626,1/3/24 6:00,BC,MIDATL,BC,4317.797,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.0953791496129424
1627,1/3/24 6:00,CE,WEST,CE,9869.079,2024-01-03 06:00:00,"(1, 3)",Wednesday,-0.6439114647082771
1628,1/3/24 6:00,DAY,WEST,DAY,2244.0,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.5762176623273598
1629,1/3/24 6:00,DEOK,WEST,DEOK,3385.852,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.6903774083097691
1630,1/3/24 6:00,DOM,SOUTH,DOM,17925.07,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.7571427544182643
1631,1/3/24 6:00,DPLCO,MIDATL,DPL,2813.485,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.4996172160687236
1632,1/3/24 6:00,DUQ,WEST,DUQ,1597.561,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.4541785310767098
1633,1/3/24 6:00,EASTON,MIDATL,DPL,40.038,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.0880885480424454
1634,1/3/24 6:00,EKPC,WEST,EKPC,2472.897,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.0919653443325241
1635,1/3/24 6:00,JC,MIDATL,JC,2648.072,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.5021448185627494
1636,1/3/24 6:00,ME,MIDATL,ME,2074.467,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.8485658835486064
1637,1/3/24 6:00,OE,WEST,ATSI,7272.036,2024-01-03 06:00:00,"(1, 3)",Wednesday,-0.08726124471147761
1639,1/3/24 6:00,PAPWR,WEST,ATSI,619.331,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.4415156225983884
1640,1/3/24 6:00,PE,MIDATL,PE,4881.877,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.6214742850352678
1641,1/3/24 6:00,PEPCO,MIDATL,PEP,3250.127,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.913819525858215
1642,1/3/24 6:00,PLCO,MIDATL,PL,5384.269,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.6026033124083989
1643,1/3/24 6:00,PN,MIDATL,PN,2185.988,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.49690665799810446
1644,1/3/24 6:00,PS,MIDATL,PS,4906.53,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.1577308887815834
1645,1/3/24 6:00,RECO,MIDATL,RECO,150.798,2024-01-03 06:00:00,"(1, 3)",Wednesday,-0.0464650723891702
1646,1/3/24 6:00,SMECO,MIDATL,PEP,672.472,2024-01-03 06:00:00,"(1, 3)",Wednesday,1.8038048634305837
1647,1/3/24 6:00,UGI,MIDATL,PL,142.711,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.2778915144277577
1648,1/3/24 6:00,VMEU,MIDATL,AE,83.709,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.7172340547690914
1649,1/3/24 6:00,RTO,RTO,RTO,104595.999,2024-01-03 06:00:00,"(1, 3)",Wednesday,0.8142332633305978
1650,1/3/24 7:00,AECO,MIDATL,AE,1118.428,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.8214876436580685
1651,1/3/24 7:00,AEPAPT,WEST,AEP,6275.645,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.604698950630557
1652,1/3/24 7:00,AEPIMP,WEST,AEP,3356.482,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.559708146641494
1653,1/3/24 7:00,AEPKPT,WEST,AEP,983.301,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.4996252237376717
1654,1/3/24 7:00,AEPOPT,WEST,AEP,7774.217,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.9261794880922231
1655,1/3/24 7:00,AP,WEST,AP,6983.408,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.9443482312960789
1656,1/3/24 7:00,BC,MIDATL,BC,4507.115,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.439280530018375
1657,1/3/24 7:00,CE,WEST,CE,10569.791,2024-01-03 07:00:00,"(1, 3)",Wednesday,-0.09865176100816758
1658,1/3/24 7:00,DAY,WEST,DAY,2363.0,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.0095921497950748
1659,1/3/24 7:00,DEOK,WEST,DEOK,3545.857,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.0631239942752613
1660,1/3/24 7:00,DOM,SOUTH,DOM,18383.378,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.9982651562712361
1661,1/3/24 7:00,DPLCO,MIDATL,DPL,2894.87,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.7228668132235092
1662,1/3/24 7:00,DUQ,WEST,DUQ,1628.166,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.6655411884869721
1663,1/3/24 7:00,EASTON,MIDATL,DPL,43.578,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.640707544434515
1664,1/3/24 7:00,EKPC,WEST,EKPC,2504.27,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.1574121767701941
1665,1/3/24 7:00,JC,MIDATL,JC,2794.181,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.9481465837265838
1666,1/3/24 7:00,ME,MIDATL,ME,2166.133,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.2489405210978064
1667,1/3/24 7:00,OE,WEST,ATSI,7675.559,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.46861890481911117
1669,1/3/24 7:00,PAPWR,WEST,ATSI,666.535,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.1023820052236453
1670,1/3/24 7:00,PE,MIDATL,PE,5127.168,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.0637609695318082
1671,1/3/24 7:00,PEPCO,MIDATL,PEP,3476.4,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.4407144542468338
1672,1/3/24 7:00,PLCO,MIDATL,PL,5656.732,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.0425108057316244
1673,1/3/24 7:00,PN,MIDATL,PN,2294.678,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.9635156854277294
1674,1/3/24 7:00,PS,MIDATL,PS,5191.277,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.6839893996151465
1675,1/3/24 7:00,RECO,MIDATL,RECO,162.619,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.6320081124285523
1676,1/3/24 7:00,SMECO,MIDATL,PEP,690.476,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.9712188588795094
1677,1/3/24 7:00,UGI,MIDATL,PL,147.521,2024-01-03 07:00:00,"(1, 3)",Wednesday,0.5334968992701349
1678,1/3/24 7:00,VMEU,MIDATL,AE,88.162,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.1703891274232219
1679,1/3/24 7:00,RTO,RTO,RTO,109113.947,2024-01-03 07:00:00,"(1, 3)",Wednesday,1.2219389916903742
1680,1/3/24 8:00,AECO,MIDATL,AE,1071.876,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.5054801994617825
1681,1/3/24 8:00,AEPAPT,WEST,AEP,6191.894,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.5050050868494604
1682,1/3/24 8:00,AEPIMP,WEST,AEP,3329.277,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.4707199369371426
1683,1/3/24 8:00,AEPKPT,WEST,AEP,987.897,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.5309881624475798
1684,1/3/24 8:00,AEPOPT,WEST,AEP,7791.238,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.948082647072412
1685,1/3/24 8:00,AP,WEST,AP,6988.532,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.9506903987400538
1686,1/3/24 8:00,BC,MIDATL,BC,4354.478,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.1620112001028686
1687,1/3/24 8:00,CE,WEST,CE,11059.84,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.28268033054804326
1688,1/3/24 8:00,DAY,WEST,DAY,2387.0,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.0969954077717567
1689,1/3/24 8:00,DEOK,WEST,DEOK,3585.591,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.1556880569405081
1690,1/3/24 8:00,DOM,SOUTH,DOM,17886.923,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.7370730714463645
1691,1/3/24 8:00,DPLCO,MIDATL,DPL,2752.896,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.3334137407107174
1692,1/3/24 8:00,DUQ,WEST,DUQ,1652.909,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.8364200067291596
1693,1/3/24 8:00,EASTON,MIDATL,DPL,42.876,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.5311203875228667
1694,1/3/24 8:00,EKPC,WEST,EKPC,2435.591,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.0141417529985834
1695,1/3/24 8:00,JC,MIDATL,JC,2767.809,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.8676453240444247
1696,1/3/24 8:00,ME,MIDATL,ME,2119.971,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.0473162109005016
1697,1/3/24 8:00,OE,WEST,ATSI,7818.675,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.6657708477820147
1699,1/3/24 8:00,PAPWR,WEST,ATSI,665.318,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.0853437375417767
1700,1/3/24 8:00,PE,MIDATL,PE,5153.715,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.1116281338930358
1701,1/3/24 8:00,PEPCO,MIDATL,PEP,3341.233,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.1259671941428693
1702,1/3/24 8:00,PLCO,MIDATL,PL,5575.136,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.9107692781656733
1703,1/3/24 8:00,PN,MIDATL,PN,2295.445,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.9668084365919456
1704,1/3/24 8:00,PS,MIDATL,PS,5158.881,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.6241163519027424
1705,1/3/24 8:00,RECO,MIDATL,RECO,165.309,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.78640223028319
1706,1/3/24 8:00,SMECO,MIDATL,PEP,656.393,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.6542908869351791
1707,1/3/24 8:00,UGI,MIDATL,PL,145.435,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.4226459984840231
1708,1/3/24 8:00,VMEU,MIDATL,AE,85.26,2024-01-03 08:00:00,"(1, 3)",Wednesday,0.8750700120308378
1709,1/3/24 8:00,RTO,RTO,RTO,108510.398,2024-01-03 08:00:00,"(1, 3)",Wednesday,1.167473914924149
1710,1/3/24 9:00,AECO,MIDATL,AE,957.334,2024-01-03 09:00:00,"(1, 3)",Wednesday,-0.2720615747505154
1711,1/3/24 9:00,AEPAPT,WEST,AEP,5815.34,2024-01-03 09:00:00,"(1, 3)",Wednesday,1.0567701621055539
1712,1/3/24 9:00,AEPIMP,WEST,AEP,3326.115,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.460376958841749
1713,1/3/24 9:00,AEPKPT,WEST,AEP,959.301,2024-01-03 09:00:00,"(1, 3)",Wednesday,1.3358500868713108
1714,1/3/24 9:00,AEPOPT,WEST,AEP,7716.617,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.8520579936289823
1715,1/3/24 9:00,AP,WEST,AP,6842.562,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7700178417929323
1716,1/3/24 9:00,BC,MIDATL,BC,3987.827,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.4959795230989278
1717,1/3/24 9:00,CE,WEST,CE,11277.773,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.4522651000488874
1718,1/3/24 9:00,DAY,WEST,DAY,2348.0,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.9549651135596485
1719,1/3/24 9:00,DEOK,WEST,DEOK,3505.148,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.9682885780815852
1720,1/3/24 9:00,DOM,SOUTH,DOM,16441.937,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.9768452443870131
1721,1/3/24 9:00,DPLCO,MIDATL,DPL,2467.649,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.5509442704199832
1722,1/3/24 9:00,DUQ,WEST,DUQ,1698.603,2024-01-03 09:00:00,"(1, 3)",Wednesday,1.1519895302614096
1723,1/3/24 9:00,EASTON,MIDATL,DPL,38.03,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7746255692980184
1724,1/3/24 9:00,EKPC,WEST,EKPC,2315.084,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7627535709131502
1725,1/3/24 9:00,JC,MIDATL,JC,2538.447,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.16751147286819687
1726,1/3/24 9:00,ME,MIDATL,ME,2026.043,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.6370617113508166
1727,1/3/24 9:00,OE,WEST,ATSI,7881.188,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7518867216915704
1729,1/3/24 9:00,PAPWR,WEST,ATSI,683.451,2024-01-03 09:00:00,"(1, 3)",Wednesday,1.3392097259356377
1730,1/3/24 9:00,PE,MIDATL,PE,4980.976,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.8001606948380019
1731,1/3/24 9:00,PEPCO,MIDATL,PEP,3159.387,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7025241180897975
1732,1/3/24 9:00,PLCO,MIDATL,PL,5438.581,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.6902932217809412
1733,1/3/24 9:00,PN,MIDATL,PN,2278.739,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.8950891393958892
1734,1/3/24 9:00,PS,MIDATL,PS,4888.514,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.1244344068829953
1735,1/3/24 9:00,RECO,MIDATL,RECO,165.349,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7886980535970132
1736,1/3/24 9:00,SMECO,MIDATL,PEP,565.185,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.8061740408506637
1737,1/3/24 9:00,UGI,MIDATL,PL,150.989,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.7177878503373643
1738,1/3/24 9:00,VMEU,MIDATL,AE,75.631,2024-01-03 09:00:00,"(1, 3)",Wednesday,-0.10481550213638044
1739,1/3/24 9:00,RTO,RTO,RTO,104569.8,2024-01-03 09:00:00,"(1, 3)",Wednesday,0.8118690301926124
1740,1/3/24 10:00,AECO,MIDATL,AE,860.81,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.9272923391344778
1741,1/3/24 10:00,AEPAPT,WEST,AEP,5410.061,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.5743421383286564
1742,1/3/24 10:00,AEPIMP,WEST,AEP,3292.682,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.3510168112569084
1743,1/3/24 10:00,AEPKPT,WEST,AEP,903.045,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.9519611660565602
1744,1/3/24 10:00,AEPOPT,WEST,AEP,7639.598,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.7529475182459194
1745,1/3/24 10:00,AP,WEST,AP,6574.085,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.43771376512312193
1746,1/3/24 10:00,BC,MIDATL,BC,3673.735,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.07457727749215727
1747,1/3/24 10:00,CE,WEST,CE,11465.482,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.59833103544295
1748,1/3/24 10:00,DAY,WEST,DAY,2285.0,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.7255315613708583
1749,1/3/24 10:00,DEOK,WEST,DEOK,3400.56,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.724641067485298
1750,1/3/24 10:00,DOM,SOUTH,DOM,15226.164,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.3372096589990363
1751,1/3/24 10:00,DPLCO,MIDATL,DPL,2252.701,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.03868593673400074
1752,1/3/24 10:00,DUQ,WEST,DUQ,1718.726,2024-01-03 10:00:00,"(1, 3)",Wednesday,1.2909619450650924
1753,1/3/24 10:00,EASTON,MIDATL,DPL,34.446,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.21513786221633036
1754,1/3/24 10:00,EKPC,WEST,EKPC,2146.037,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.4101066871885847
1755,1/3/24 10:00,JC,MIDATL,JC,2354.16,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.39502969363590423
1756,1/3/24 10:00,ME,MIDATL,ME,1972.454,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.40299808414308286
1757,1/3/24 10:00,OE,WEST,ATSI,7947.432,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.8431422997515673
1759,1/3/24 10:00,PAPWR,WEST,ATSI,665.406,2024-01-03 10:00:00,"(1, 3)",Wednesday,1.0865757568975727
1760,1/3/24 10:00,PE,MIDATL,PE,4794.656,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.4642052172403912
1761,1/3/24 10:00,PEPCO,MIDATL,PEP,2954.677,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.22584037415908512
1762,1/3/24 10:00,PLCO,MIDATL,PL,5306.992,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.47783506364970896
1763,1/3/24 10:00,PN,MIDATL,PN,2270.231,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.8585640717229555
1764,1/3/24 10:00,PS,MIDATL,PS,4651.739,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.3131640889839219
1765,1/3/24 10:00,RECO,MIDATL,RECO,159.385,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.4463907975059128
1766,1/3/24 10:00,SMECO,MIDATL,PEP,484.259,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.05366654275581046
1767,1/3/24 10:00,UGI,MIDATL,PL,150.855,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.7106670350423783
1768,1/3/24 10:00,VMEU,MIDATL,AE,69.812,2024-01-03 10:00:00,"(1, 3)",Wednesday,-0.6969801928559819
1769,1/3/24 10:00,RTO,RTO,RTO,100703.19,2024-01-03 10:00:00,"(1, 3)",Wednesday,0.46294092249124125
1770,1/3/24 11:00,AECO,MIDATL,AE,807.186,2024-01-03 11:00:00,"(1, 3)",Wednesday,-1.2913064134509746
1771,1/3/24 11:00,AEPAPT,WEST,AEP,5080.531,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.18208271537508441
1772,1/3/24 11:00,AEPIMP,WEST,AEP,3322.641,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.4490134212378934
1773,1/3/24 11:00,AEPKPT,WEST,AEP,840.606,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.5258796756066143
1774,1/3/24 11:00,AEPOPT,WEST,AEP,7453.006,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.5128350547930524
1775,1/3/24 11:00,AP,WEST,AP,6427.467,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.25623915421353033
1776,1/3/24 11:00,BC,MIDATL,BC,3521.998,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.35021173252854626
1777,1/3/24 11:00,CE,WEST,CE,11622.636,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.7206205687680355
1778,1/3/24 11:00,DAY,WEST,DAY,2206.0,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.4378291705309466
1779,1/3/24 11:00,DEOK,WEST,DEOK,3291.091,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.46962281168668885
1780,1/3/24 11:00,DOM,SOUTH,DOM,14499.994,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.044838776885941255
1781,1/3/24 11:00,DPLCO,MIDATL,DPL,2132.246,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.36910960479666305
1782,1/3/24 11:00,DUQ,WEST,DUQ,1689.883,2024-01-03 11:00:00,"(1, 3)",Wednesday,1.091767920308216
1783,1/3/24 11:00,EASTON,MIDATL,DPL,32.349,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.11221864496846307
1784,1/3/24 11:00,EKPC,WEST,EKPC,1986.016,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.07628883191467511
1785,1/3/24 11:00,JC,MIDATL,JC,2300.889,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.5576408950816913
1786,1/3/24 11:00,ME,MIDATL,ME,1950.692,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.30794699800050335
1787,1/3/24 11:00,OE,WEST,ATSI,7935.433,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.8266128679367329
1789,1/3/24 11:00,PAPWR,WEST,ATSI,681.133,2024-01-03 11:00:00,"(1, 3)",Wednesday,1.3067572160863594
1790,1/3/24 11:00,PE,MIDATL,PE,4675.231,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.24886879113425778
1791,1/3/24 11:00,PEPCO,MIDATL,PEP,2843.935,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.03203130367968702
1792,1/3/24 11:00,PLCO,MIDATL,PL,5228.51,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.35112127171835167
1793,1/3/24 11:00,PN,MIDATL,PN,2272.114,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.8666478402264967
1794,1/3/24 11:00,PS,MIDATL,PS,4534.168,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.5304543128570891
1795,1/3/24 11:00,RECO,MIDATL,RECO,160.984,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.5381663344760127
1796,1/3/24 11:00,SMECO,MIDATL,PEP,441.848,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.34070109560146467
1797,1/3/24 11:00,UGI,MIDATL,PL,150.036,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.6671450370827307
1798,1/3/24 11:00,VMEU,MIDATL,AE,66.919,2024-01-03 11:00:00,"(1, 3)",Wednesday,-0.9913834322874662
1799,1/3/24 11:00,RTO,RTO,RTO,98194.542,2024-01-03 11:00:00,"(1, 3)",Wednesday,0.23655713940248144
1800,1/3/24 12:00,AECO,MIDATL,AE,772.278,2024-01-03 12:00:00,"(1, 3)",Wednesday,-1.5282712669911862
1801,1/3/24 12:00,AEPAPT,WEST,AEP,4860.48,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.07985725452251732
1802,1/3/24 12:00,AEPIMP,WEST,AEP,3382.94,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.6462529013688508
1803,1/3/24 12:00,AEPKPT,WEST,AEP,795.955,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.22118285743078628
1804,1/3/24 12:00,AEPOPT,WEST,AEP,7302.806,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.31955296332814026
1805,1/3/24 12:00,AP,WEST,AP,6231.025,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.013095505300696366
1806,1/3/24 12:00,BC,MIDATL,BC,3403.898,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.564743647221716
1807,1/3/24 12:00,CE,WEST,CE,11682.921,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.7675313983778623
1808,1/3/24 12:00,DAY,WEST,DAY,2160.0,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.2703062594089728
1809,1/3/24 12:00,DEOK,WEST,DEOK,3208.591,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.2774313592811197
1810,1/3/24 12:00,DOM,SOUTH,DOM,14020.935,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.2968785769969647
1811,1/3/24 12:00,DPLCO,MIDATL,DPL,2047.902,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.6004761222436533
1812,1/3/24 12:00,DUQ,WEST,DUQ,1656.154,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.8588304567633461
1813,1/3/24 12:00,EASTON,MIDATL,DPL,30.81,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.3524674120439977
1814,1/3/24 12:00,EKPC,WEST,EKPC,1923.743,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.053618113432949595
1815,1/3/24 12:00,JC,MIDATL,JC,2311.71,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.5246094931773746
1816,1/3/24 12:00,ME,MIDATL,ME,1921.023,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.17836007240707402
1817,1/3/24 12:00,OE,WEST,ATSI,7940.624,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.8337638205620187
1819,1/3/24 12:00,PAPWR,WEST,ATSI,673.351,2024-01-03 12:00:00,"(1, 3)",Wednesday,1.1978075044180732
1820,1/3/24 12:00,PE,MIDATL,PE,4591.492,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.0978781527779556
1821,1/3/24 12:00,PEPCO,MIDATL,PEP,2817.421,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.09377129091323187
1822,1/3/24 12:00,PLCO,MIDATL,PL,5167.515,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.2526412668910903
1823,1/3/24 12:00,PN,MIDATL,PN,2275.448,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.8809607898764211
1824,1/3/24 12:00,PS,MIDATL,PS,4552.556,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.49647031479141146
1825,1/3/24 12:00,RECO,MIDATL,RECO,164.244,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.7252759345526365
1826,1/3/24 12:00,SMECO,MIDATL,PEP,410.293,2024-01-03 12:00:00,"(1, 3)",Wednesday,-0.6341219257720293
1827,1/3/24 12:00,UGI,MIDATL,PL,148.395,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.5799416199254872
1828,1/3/24 12:00,VMEU,MIDATL,AE,65.643,2024-01-03 12:00:00,"(1, 3)",Wednesday,-1.1212342907439379
1829,1/3/24 12:00,RTO,RTO,RTO,96558.153,2024-01-03 12:00:00,"(1, 3)",Wednesday,0.08888718633420267
1830,1/3/24 13:00,AECO,MIDATL,AE,785.418,2024-01-03 13:00:00,"(1, 3)",Wednesday,-1.4390734276558368
1831,1/3/24 13:00,AEPAPT,WEST,AEP,4783.022,2024-01-03 13:00:00,"(1, 3)",Wednesday,-0.17206018106376597
1832,1/3/24 13:00,AEPIMP,WEST,AEP,3383.939,2024-01-03 13:00:00,"(1, 3)",Wednesday,0.6495206544103737
1833,1/3/24 13:00,AEPKPT,WEST,AEP,774.895,2024-01-03 13:00:00,"(1, 3)",Wednesday,0.07747017483055418
1834,1/3/24 13:00,AEPOPT,WEST,AEP,7203.066,2024-01-03 13:00:00,"(1, 3)",Wednesday,0.19120438940863166
1835,1/3/24 13:00,AP,WEST,AP,6136.898,2024-01-03 13:00:00,"(1, 3)",Wednesday,-0.1034090214360412
